Name,RAT,POS,VER,Price,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS
Giuseppe Carriero,64,CM,Normal  Controlled,650,3,3,M \ M,63,54,62,66,48,63,"177cm | 5'10""  Average (72kg)",1,356,1716
Diego Callai Silva,64,GK,Normal  Controlled,700,1,3,M \ M,64,64,60,65,22,60,"190cm | 6'3""  High & Average (88kg)",5,335,576
Ahmed Ba Masoud,64,"LB  LWB,LM",Normal  Controlled,600,2,3,H \ M,79,49,55,60,56,66,"175cm | 5'9""  Lean (68kg)",3,365,1677
Pierre Dwomoh,64,CAM  CM,Normal  Controlled,0,4,3,H \ M,72,52,63,72,50,67,"188cm | 6'2""  High & Average+ (69kg)",4,376,1715
Ethyan González Morales,64,ST  CF,Normal  Controlled,750,3,3,M \ L,64,64,58,60,31,60,"185cm | 6'1""  High & Average (75kg)",5,337,1604
Serdar Saatçi,64,CB,Normal  Lengthy,650,2,2,M \ M,62,30,38,44,64,71,"190cm | 6'3""  High & Average (90kg)",2,309,1402
Gabriel Vidovic,64,"CF  CM,CAM,ST",Normal  Controlled,800,3,3,M \ M,66,62,56,68,21,50,"180cm | 5'11""  Average (75kg)",4,323,1538
Giannis Konstantelias,64,CAM  RW,Normal  Controlled,800,4,5,H \ M,72,57,61,71,34,41,"178cm | 5'10""  Lean (65kg)",35,336,1613
Pedro Ruiz Delgado,64,ST  CF,Normal  Controlled,650,2,3,M \ M,61,67,52,53,29,70,"198cm | 6'6""  High & Average+ (89kg)",-5,332,1516
Yifeng Zang,64,LM  LW,IF  Controlled,0,2,3,H \ L,71,63,65,69,40,48,"174cm | 5'9""  Average (65kg)",300,356,1736
Harry Smith,64,ST  CF,Rare  Controlled,0,2,3,M \ L,53,64,48,56,31,78,"193cm | 6'4""",-3,330,1530
Filip Jörgensen,64,GK,Rare  Controlled,0,1,2,M \ M,63,69,68,65,36,63,"189cm | 6'2""  High & Average (77kg)",-2,364,693
Kenneth Schmidt,64,CB,Rare  Controlled,3.1K,2,4,H \ M,58,26,49,46,64,67,"186cm | 6'1""  High & Average (79kg)",4,310,1452
Ömer Beyaz,64,CAM  CM,Rare  Controlled,750,3,3,M \ L,65,52,66,70,47,40,"171cm | 5'7""  Lean (65kg)",3,340,1667
Hans Nicolussi Caviglia,64,CM  CAM,Rare  Controlled,700,3,3,H \ M,67,53,64,65,53,54,"184cm | 6'0""  Lean (70kg)",4,356,1694
Ismaël Koné,64,CM,Rare  Controlled,1K,3,4,H \ M,78,56,58,67,53,67,"188cm | 6'2""  High & Average+ (76kg)",10,379,1699
Amankwah Forson,64,"RW  RM,CAM",Rare  Explosive,700,3,3,H \ M,86,53,54,72,35,43,"173cm | 5'8""  Lean (62kg)",0,343,1585
Malik Abubakari,64,ST  CF,Rare  Lengthy,0,2,3,M \ M,73,61,48,60,27,80,"184cm | 6'0""  Average (82kg)",2,349,1613
Sebastian Nanasi,64,CAM  LW,Rare  Explosive,600,3,3,H \ M,71,58,56,71,29,57,"178cm | 5'10""  Average (71kg)",1,342,1580
Sebastien Ibeagha,64,CB,Rare  Lengthy,750,2,3,L \ H,70,26,46,45,64,68,"188cm | 6'2""  High & Average (85kg)",2,319,1393
Tony Alfaro,64,CB,Rare  Controlled,650,2,3,L \ H,57,25,45,52,63,71,"188cm | 6'2""  High & Average (86kg)",1,313,1399
Pierre Dwomoh,64,CAM  CM,Rare  Controlled,800,4,3,H \ M,72,52,63,72,50,67,"188cm | 6'2""  High & Average+ (69kg)",1,376,1715
Franck Evina,64,"LM  ST,LW",Rare  Controlled,800,3,3,H \ M,82,62,56,65,34,67,"180cm | 5'11""  Stocky (77kg)",1,366,1667
Min Hyeok Kim,64,CM  RM,Rare  Controlled,800,2,4,H \ M,60,60,60,63,43,73,"182cm | 6'0""  Lean (65kg)",0,359,1716
Benji Michel,64,"LM  RM,ST,LW",Rare  Explosive,650,2,2,H \ M,90,59,50,64,22,58,"178cm | 5'10""  Average (75kg)",1,343,1568
Tiago Banega,64,CM,Rare  Controlled,700,3,3,M \ M,69,59,65,68,48,60,"177cm | 5'10""  Lean (67kg)",1,369,1743
Oussama Targhalline,64,CM,Rare  Controlled,200,2,3,M \ M,51,48,66,64,59,55,"186cm | 6'1""  High & Average+ (70kg)",0,343,1622
Jay Matete,64,CM,Rare  Explosive,5K,2,2,M \ H,77,54,61,67,63,68,"173cm | 5'8""  Lean (60kg)",2,390,1839
Alessandro Celli,64,"LB  CB,LWB",Rare  Controlled,700,2,2,M \ M,64,46,57,59,60,70,"182cm | 6'0""  Average (76kg)",-3,356,1616
Romario Benzar,64,RB  RWB,Rare  Controlled,700,2,2,H \ M,68,53,62,61,60,61,"180cm | 5'11""  Lean (73kg)",0,365,1758
Razvan Trif,64,"LWB  LB,LW",Rare  Controlled,700,2,2,H \ M,73,47,56,59,60,63,"180cm | 5'11""  Lean (72kg)",0,358,1656
Jordon Garrick,64,ST  CF,Rare  Controlled,1K,3,3,H \ M,81,61,56,66,42,61,"179cm | 5'10""  Lean (77kg)",-2,367,1675
Steve Seddon,64,LB  LWB,Rare  Controlled,750,2,2,H \ M,70,48,61,61,59,62,"179cm | 5'10""  Lean (68kg)",-2,361,1737
Eduard Florescu,64,"CM  CDM,LM",Rare  Controlled,1K,3,3,M \ M,69,67,65,65,53,61,"188cm | 6'2""",0,380,1805
Connor Hall,64,CB,Rare  Controlled,1.4K,2,2,M \ H,53,27,43,44,63,77,"193cm | 6'4""  High & Average (79kg)",1,307,1398
Tom Nichols,64,"ST  CF,LW",Rare  Explosive,700,3,3,H \ H,78,62,59,65,27,63,"178cm | 5'10""  Lean (75kg)",3,354,1694
Adama Fofana,64,"LB  LWB,LM",Rare  Explosive,900,3,2,H \ M,85,47,55,64,57,56,"173cm | 5'8""  Lean (63kg)",2,364,1659
Ibrahima Bamba,64,CDM,Rare  Controlled,1K,2,2,M \ M,65,46,58,60,60,65,"184cm | 6'0""  Lean (68kg)",2,354,1636
Ivan Knezevic,64,CAM  RM,Rare  Explosive,1.3K,3,4,M \ M,76,57,62,68,30,48,"174cm | 5'9""  Lean (67kg)",-1,341,1609
Noah Mbamba,64,CB  CDM,Rare  Controlled,800,2,3,M \ H,72,32,51,63,61,71,"188cm | 6'2""  High & Average (75kg)",10,350,1552
Joseph Anang,64,GK,Rare  Controlled,700,1,2,M \ M,64,62,63,63,33,64,"183cm | 6'0""  Average (78kg)",7,349,719
Jayden Braaf,64,"LM  RM,LW",Rare  Explosive,700,4,4,H \ M,83,60,57,66,40,64,"180cm | 5'11""  Average (84kg)",3,370,1736
Sebastian Breza,64,GK,Rare  Controlled,0,1,2,M \ M,64,64,50,68,33,64,"193cm | 6'4""  High & Average (87kg)",2,343,710
Jaouen Hadjam,64,"LB  LWB,LM",Rare  Controlled,700,3,3,M \ M,77,49,58,65,57,72,"184cm | 6'0""  Average (83kg)",12,378,1733
Kaan Kairinen,64,CM,Rare  Controlled,1K,2,3,M \ M,64,56,62,65,60,65,"186cm | 6'1""  High & Average+ (70kg)",-1,372,1768
Cubelic,64,CAM  CDM,Rare  Controlled,900,2,3,M \ M,68,57,63,66,54,52,"184cm | 6'0""",0,360,1660
Nick DePuy,64,CB,Rare  Controlled,950,2,2,M \ M,38,53,45,49,62,78,"196cm | 6'5""  High & Average (93kg)",-1,325,1536
Olamide Shodipo,64,"LW  LWB,LM",Rare  Explosive,700,3,3,M \ L,82,57,58,65,43,48,"176cm | 5'9""  Average (70kg)",2,353,1633
James Hill,64,CB,Rare  Lengthy,1.3K,2,3,M \ M,66,25,44,49,63,68,"184cm | 6'0""  Lean (73kg)",0,315,1454
Rocco Reitz,64,CM,Rare  Controlled,500,3,4,M \ M,61,58,66,70,54,58,"176cm | 5'9""  Lean (72kg)",1,367,1768
Pablo Rodríguez Delgado,64,"ST  CF,LW",Rare  Controlled,700,3,4,M \ M,69,66,49,63,16,49,"178cm | 5'10""  Lean (70kg)",2,312,1500
John Björkengren,64,CDM  CM,Rare  Controlled,700,2,3,H \ H,62,53,57,64,59,68,"182cm | 6'0""  Average (78kg)",0,363,1716
Matt Penney,64,LWB  LB,Rare  Explosive,550,3,3,H \ M,73,59,61,66,57,56,"172cm | 5'8""  Average (64kg)",0,372,1791
Alex Ibacache,64,"LB  LWB,LM",non-rare  Controlled,8.9K,2,1,M \ L,79,45,53,63,58,69,"175cm | 5'9""  Lean (75kg)",-5,367,1635
Max Watters,64,"ST  CF,RW",Rare  Controlled,1K,3,3,H \ M,76,62,48,62,25,63,"181cm | 5'11""  Average (80kg)",0,336,1549
Aurélien Nguiamba,64,CM  CDM,Rare  Controlled,1.2K,2,3,M \ H,65,50,59,65,62,68,"179cm | 5'10""  Lean (73kg)",1,369,1706
Shola Shoretire,64,"RM  CM,CAM,RW",Rare  Controlled,1K,3,4,M \ M,73,57,60,68,40,56,"175cm | 5'9""  Average (70kg)",7,354,1666
Mikael Mandron,64,ST  CF,Rare  Lengthy,700,3,3,M \ H,64,63,53,61,45,80,"191cm | 6'3""  High & Average (82kg)",-1,366,1698
Peer Koopmeiners,64,"CDM  CB,CM",Rare  Controlled,1K,2,3,M \ M,55,42,61,59,61,66,"185cm | 6'1""  High & Average (78kg)",1,344,1640
Carljohan Eriksson,64,GK,Rare  Controlled,1.3K,1,1,M \ M,63,63,62,65,54,63,"191cm | 6'3""  High & Average (81kg)",1,370,735
Mateusz Grzybek,64,"RB  RWB,RM",Rare  Controlled,600,2,3,H \ H,75,46,60,62,57,64,"178cm | 5'10""  Average (68kg)",0,364,1665
Alessandro Cortinovis,64,CM  CAM,Rare  Controlled,750,3,3,H \ M,75,62,64,67,55,63,"180cm | 5'11""  Lean (78kg)",0,386,1788
Jonathan Leko,64,"ST  RM,CF",Rare  Controlled,700,3,4,M \ L,90,60,55,67,35,62,"182cm | 6'0""  Average (64kg)",6,369,1654
Nawaf Al Subhi,64,CB,Rare  Controlled,800,2,3,M \ M,58,46,50,48,63,75,"180cm | 5'11""  Lean (74kg)",-1,340,1616
Samuel Loric,64,LB  LWB,Rare  Controlled,700,2,2,M \ M,68,33,48,61,63,52,"183cm | 6'0""  Lean (73kg)",2,325,1507
Nohan Kenneh,64,CDM  CB,Rare  Controlled,700,2,3,L \ H,58,51,58,59,61,72,"188cm | 6'2""  High & Average+ (76kg)",1,359,1679
Tom King,64,GK,Rare  Controlled,650,1,3,M \ M,65,64,61,65,42,63,"194cm | 6'4""  High & Average (80kg)",0,360,844
Callum Morton,64,"ST  CF,LW",Rare  Controlled,700,3,2,H \ H,76,62,53,64,35,67,"178cm | 5'10""  Average (65kg)",-1,357,1676
Adam Clayton,64,CDM  CM,Rare  Controlled,1K,2,3,L \ H,45,59,64,61,62,61,"175cm | 5'9""  Average (75kg)",1,352,1746
Anthony O'Connor,64,CB,Rare  Lengthy,2K,2,3,M \ M,57,44,54,55,62,79,"188cm | 6'2""  High & Average (80kg)",0,351,1652
Joseph Hungbo,64,"RM  LM,RW",Rare  Explosive,750,3,3,H \ M,73,62,61,65,33,55,"173cm | 5'8""  Lean (70kg)",2,349,1608
Naouirou Ahamada,64,CM,Rare  Controlled,1.8K,2,3,H \ M,69,49,63,70,56,61,"183cm | 6'0""  Lean (73kg)",6,368,1733
Daniel Luna,64,CAM,Rare  Controlled,8.9K,2,3,H \ M,70,55,56,64,33,45,"179cm | 5'10""  Lean (66kg)",-7,323,1537
Raúl Moro Prescoli,64,LW  LM,Rare  Explosive,1K,3,3,M \ M,73,54,58,71,27,34,"168cm | 5'6""  Short & Lean (60kg)",1,317,1475
Bruno Rodrigues,64,CB,Rare  Lengthy,1.1K,2,3,M \ H,55,32,43,44,66,67,"192cm | 6'4""  High & Average+ (86kg)",-1,307,1433
Matej Chaluš,64,CB,Rare  Lengthy,350,2,3,M \ M,64,32,38,40,66,73,"189cm | 6'2""  High & Stocky (85kg)",0,313,1417
Yerson Mosquera,64,CB,Rare  Controlled,950,2,3,M \ H,74,22,39,45,63,68,"187cm | 6'2""  High & Average+ (76kg)",1,311,1406
Javier Serrano Martínez,64,CDM,Rare  Controlled,1K,2,3,M \ H,69,56,60,63,59,62,"175cm | 5'9""  Average (70kg)",0,369,1718
Hasan Kurucay,64,CB,Rare  Lengthy,550,2,3,L \ H,62,39,39,41,62,74,"185cm | 6'1""  High & Average+ (79kg)",1,317,1475
David Strelec,64,ST  CF,Rare  Controlled,1.3K,2,3,M \ M,55,64,53,63,33,57,"185cm | 6'1""  High & Average (75kg)",1,325,1549
Carlos Gracia,64,CB,Rare  Controlled,700,2,3,M \ M,63,32,49,56,61,71,"183cm | 6'0""  Average (79kg)",-1,332,1524
Alex Gersbach,64,LB  LWB,Rare  Controlled,650,2,3,M \ M,82,36,55,62,59,68,"183cm | 6'0""  Average (73kg)",0,362,1658
Edoardo Masciangelo,64,LB  LWB,Rare  Controlled,800,2,3,H \ M,76,40,51,63,61,58,"177cm | 5'10""  Average (69kg)",1,349,1627
Harvey White,64,CDM  CM,Rare  Controlled,900,3,3,M \ M,66,64,67,69,60,56,"178cm | 5'10""  Lean (70kg)",-1,382,1846
Luke McGee,64,GK,Rare  Controlled,0,1,3,M \ M,65,63,63,65,37,63,"193cm | 6'4""  High & Average (83kg)",3,356,837
Abdussalam Magashy,64,CAM  CM,Rare  Controlled,450,3,3,H \ M,75,57,59,66,60,78,"176cm | 5'9""  Average (74kg)",-2,395,1849
Fredrik Oppegård,64,LB  LWB,Rare  Controlled,750,3,4,H \ M,81,53,57,62,58,60,"175cm | 5'9""  Lean (71kg)",0,371,1689
Riku Danzaki,64,RM  RW,Rare  Explosive,650,3,2,H \ L,76,60,59,67,30,55,"174cm | 5'9""  Lean (63kg)",-1,347,1598
Victor Adeboyejo,64,"ST  CF,RW",Rare  Controlled,700,3,3,H \ M,74,61,49,65,26,67,"178cm | 5'10""  Average (63kg)",0,342,1574
Yanis Begraoui,64,"ST  CF,RW",Rare  Controlled,1.7K,3,5,H \ L,76,61,52,66,21,58,"178cm | 5'10""  Lean (70kg)",1,334,1560
Marcus Antonsson,64,ST  CF,Rare  Controlled,1K,2,3,M \ H,76,63,52,63,35,71,"184cm | 6'0""  Lean (78kg)",1,360,1680
Sam Lavelle,64,CB,Rare  Controlled,1.2K,2,3,L \ M,53,29,41,46,63,76,"188cm | 6'2""  High & Average (76kg)",1,308,1431
D'Margio Wright-Phillips,64,"LW  LM,ST",Rare  Explosive,500,3,2,H \ M,82,60,51,71,28,43,"170cm | 5'7""  Short & Lean (62kg)",2,335,1564
Regan Hendry,64,CM,Rare  Controlled,700,2,3,M \ M,71,58,63,66,58,63,"176cm | 5'9""  Average (73kg)",0,379,1810
Louie Barry,64,LW  LM,Rare  Explosive,1.4K,3,2,H \ M,81,62,55,66,21,55,"174cm | 5'9""  Lean (65kg)",1,340,1589
Shane McLoughlin,64,CM  RWB,Rare  Explosive,950,3,3,M \ M,76,58,62,66,58,61,"175cm | 5'9""  Lean (70kg)",-3,381,1784
Eoghan O'Connell,64,CB,Rare  Lengthy,800,2,4,H \ M,61,41,49,55,61,80,"191cm | 6'3""  High & Average (80kg)",3,347,1581
Tom Hopper,64,ST  CF,Rare  Lengthy,1.2K,3,3,H \ M,62,63,52,61,34,76,"186cm | 6'1""  High & Average (76kg)",-1,348,1659
Dan Kemp,64,"LW  LM,CAM",Rare  Explosive,800,3,3,M \ M,80,58,61,66,30,36,"168cm | 5'6""  Short & Lean (63kg)",3,331,1586
Orhan Ademi,64,ST  CF,Rare  Lengthy,1K,2,3,M \ H,63,63,53,59,28,75,"188cm | 6'2""  High & Average (86kg)",3,341,1579
Jökull Andrésson,64,GK,Rare  Controlled,1.3K,1,3,M \ M,64,62,61,65,25,62,"194cm | 6'4""  High & Average (82kg)",1,339,783
Ged Garner,64,ST  CF,Rare  Controlled,700,2,2,M \ M,72,64,46,62,24,64,"180cm | 5'11""  Average (73kg)",-1,332,1525
Yann Songo'o,64,CB  CDM,Rare  Controlled,700,2,2,M \ H,51,38,52,55,62,77,"185cm | 6'1""  High & Average (77kg)",2,335,1615
Francisco Flores,64,CB  RB,Rare  Controlled,850,2,2,M \ M,69,34,54,60,63,69,"182cm | 6'0""  Average (76kg)",0,349,1590
Calum Butcher,64,CDM  CM,Rare  Controlled,700,2,3,M \ H,51,59,56,61,63,72,"185cm | 6'1""  High & Average (83kg)",-2,362,1738
Ivan Martic,64,RB  RWB,Rare  Controlled,700,3,2,M \ M,65,50,58,61,62,65,"183cm | 6'0""  Average (73kg)",2,361,1729
Wesley Jobello,64,"RM  LM,RW",Rare  Controlled,700,3,3,M \ M,70,62,60,65,26,58,"183cm | 6'0""  Lean (68kg)",-3,341,1605
Gwion Edwards,64,"LM  RWB,RM,LW",Rare  Explosive,900,3,3,H \ H,81,59,60,65,52,51,"175cm | 5'9""  Average (76kg)",1,368,1741
Koki Hinokio,64,CAM  CM,Rare  Controlled,700,2,3,H \ M,70,59,59,69,38,50,"166cm | 5'5""  Short & Lean- (60kg)",3,345,1653
Filip Jörgensen,64,GK,Rare  Controlled,800,1,2,M \ M,63,69,68,65,36,63,"189cm | 6'2""  High & Average (77kg)",4,364,693
Michael Mancienne,64,CDM  CM,Rare  Controlled,800,2,3,M \ H,50,36,53,60,63,74,"186cm | 6'1""  High & Average (86kg)",3,336,1585
Eric Miller,64,"RB  RWB,CB,LB",Rare  Controlled,650,2,3,M \ H,73,37,52,58,59,70,"183cm | 6'0""  Lean (79kg)",0,349,1607
Sang Bin Jung,64,ST  CF,Rare  Explosive,750,4,3,H \ H,86,60,56,67,24,65,"175cm | 5'9""  Average (72kg)",0,358,1656
Arda Kizildag,64,CB  RB,Rare  Controlled,750,2,3,M \ M,62,37,48,51,67,64,"187cm | 6'2""  High & Average+ (77kg)",1,329,1533
Giorgos Koutsias,64,"ST  CF,RW,LW",Rare  Controlled,950,3,3,H \ M,86,64,43,62,22,64,"178cm | 5'10""  Average (66kg)",1,341,1563
Brynjar Ingi Bjarnason,64,CB,Rare  Lengthy,900,2,3,M \ M,70,25,47,42,64,70,"194cm | 6'4""  High & Average+ (88kg)",1,318,1450
Eros Mancuso,64,RB  RWB,Sudamericana  Controlled,0,2,2,H \ M,71,35,58,65,57,63,"171cm | 5'7""  Average (72kg)",0,349,1625
Godoy,64,"RM  LM,RW",Sudamericana  Controlled,0,3,4,H \ M,73,63,55,66,29,59,"172cm | 5'8""  Average (68kg)",2,345,1619
Fernando Godoy,64,CM  CDM,Sudamericana  Controlled,0,2,3,M \ M,59,54,62,62,62,68,"180cm | 5'11""  Average (72kg)",-1,367,1762
Mateo Sanabria,64,LM  LW,non-rare  Controlled,8.9K,3,3,M \ M,67,54,58,67,26,51,"178cm | 5'10""  Lean (72kg)",2,323,1460
Matías Romero,64,"CM  RWB,CDM",non-rare  Controlled,8.9K,3,3,M \ M,72,57,60,66,59,64,"179cm | 5'10""  Average (72kg)",1,378,1736
Busquets,64,RB  RWB,Sudamericana  Controlled,0,2,3,M \ L,70,46,52,58,59,64,"174cm | 5'9""  Average (67kg)",0,349,1640
Matías Lazo,64,CB  RB,Libertadores  Controlled,0,2,2,M \ M,63,28,43,41,65,62,"178cm | 5'10""  Lean (67kg)",0,302,1415
Pedro Ibáñez,64,"RB  RWB,CB",Libertadores  Controlled,0,3,3,H \ H,70,34,54,47,61,59,"174cm | 5'9""  Lean (67kg)",0,325,1491
Lucas Kruspzky,64,LB  LWB,Libertadores  Controlled,0,2,3,M \ M,75,32,49,59,62,63,"175cm | 5'9""  Lean (71kg)",2,340,1590
Diego Calcaterra,64,CB  CDM,Sudamericana  Controlled,0,2,3,L \ M,56,33,45,50,65,69,"189cm | 6'2""  High & Average+ (79kg)",2,318,1436
Luis Vásquez,64,GK,Libertadores  Controlled,0,1,3,M \ M,65,61,61,64,40,62,"186cm | 6'1""  High & Average (80kg)",1,353,778
Gastón Verón,64,ST  CF,Libertadores  Controlled,0,3,3,M \ L,70,63,59,64,30,61,"184cm | 6'0""  Average (82kg)",0,347,1662
Marco Di Cesare,64,CB,Libertadores  Lengthy,0,2,2,L \ M,59,31,41,42,67,67,"186cm | 6'1""  High & Average+ (81kg)",2,307,1449
Pablo Minissale,64,CB,Libertadores  Controlled,0,2,3,L \ M,53,30,36,41,68,61,"179cm | 5'10""  Stocky (72kg)",1,289,1397
Valentín Rodríguez,64,"LB  LWB,LM",Sudamericana  Controlled,0,2,2,M \ M,77,52,53,64,56,59,"173cm | 5'8""  Lean (71kg)",0,361,1647
Ramiro Sordo,64,"LW  LM,ST",Sudamericana  Controlled,0,3,3,H \ L,75,62,59,64,33,48,"177cm | 5'10""  Average (69kg)",-2,341,1611
Gonzalo Nápoli,64,CM,Libertadores  Controlled,0,3,3,M \ M,64,59,63,63,63,57,"176cm | 5'9""  Lean (70kg)",55,369,1739
Ariel Lassiter,64,"RM  LM,RW,ST",Rare  Explosive,750,3,5,H \ L,81,64,56,65,26,52,"178cm | 5'10""  Average (70kg)",0,344,1596
Dylan Bahamboula,63,"RW  RM,ST",Normal  Controlled,750,5,3,H \ L,81,59,56,66,41,65,"185cm | 6'1""  High & Average+ (70kg)",392,368,1694
Glenn Morris,63,GK,Normal  Controlled,600,1,3,M \ M,64,62,61,64,33,62,"183cm | 6'0""  Average (70kg)",3,346,935
Joe Murphy,63,GK,Normal  Controlled,3K,1,3,M \ M,63,61,62,63,36,63,"188cm | 6'2""  High & Average (88kg)",1,348,877
Mihai Roman,63,"RW  RM,ST",Normal  Controlled,650,3,3,M \ M,65,61,65,62,50,55,"173cm | 5'8""  Lean (70kg)",1,358,1750
Anssi Jaakkola,63,GK,Normal  Controlled,1K,1,2,M \ M,63,62,60,63,52,64,"195cm | 6'5""  High & Average (88kg)",2,364,860
James Perch,63,CB  RB,Normal  Controlled,750,2,3,L \ M,48,48,56,58,62,66,"180cm | 5'11""  Average (80kg)",3,338,1637
Chu Young Park,63,ST  CF,Normal  Controlled,650,3,4,H \ L,50,64,66,64,37,53,"182cm | 6'0""  Average (75kg)",5,334,1721
Shaun Whalley,63,CM,Normal  Explosive,700,3,3,H \ M,83,62,62,67,55,55,"176cm | 5'9""  Average (67kg)",0,384,1814
Ovidiu Hoban,63,CDM,Normal  Controlled,550,2,3,H \ H,37,57,60,57,65,61,"183cm | 6'0""  Average (83kg)",3,337,1699
Cole Skuse,63,CDM  CM,Normal  Controlled,8K,2,4,L \ M,35,52,59,57,62,68,"185cm | 6'1""  High & Average+ (72kg)",0,333,1672
Stephen Quinn,63,CM,Normal  Controlled,2K,3,2,H \ M,51,60,64,67,58,62,"168cm | 5'6""  Short & Lean- (60kg)",1,362,1827
Lucas Akins,63,"ST  RM,LM,CF",Normal  Lengthy,0,3,3,H \ H,71,62,59,63,55,82,"185cm | 6'1""  High & Average (79kg)",1,392,1835
Jørgen Horn,63,CB,Normal  Controlled,0,2,3,M \ H,34,29,50,38,61,65,"188cm | 6'2""  High & Average (83kg)",2,277,1370
John Mousinho,63,CB,Normal  Controlled,0,2,3,M \ M,34,52,57,56,62,64,"186cm | 6'1""  High & Average (79kg)",4,325,1638
Antony Robic,63,"RM  LM,RW,ST",Normal  Controlled,1.5K,3,3,H \ M,68,58,60,63,40,65,"181cm | 5'11""  Average (73kg)",-2,354,1673
Anders Kristiansen,63,GK,Normal  Controlled,800,1,2,M \ M,64,61,62,65,24,63,"185cm | 6'1""  High & Average (74kg)",5,339,715
Ronan Finn,63,"RWB  RB,CM",Normal  Controlled,1K,3,3,H \ H,58,58,61,63,55,71,"185cm | 6'1""  High & Average+ (71kg)",0,366,1750
Brad Knighton,63,GK,Normal  Controlled,0,1,2,M \ M,66,60,64,58,55,66,"188cm | 6'2""  High & Average (82kg)",1,369,800
Leigh Broxham,63,"CB  LB,CDM",Normal  Controlled,600,2,3,L \ H,39,51,53,56,61,83,"170cm | 5'7""  Short & Lean- (65kg)",4,343,1689
Dean Bouzanis,63,GK,Normal  Controlled,850,1,3,M \ M,63,62,65,63,59,63,"188cm | 6'2""  High & Average (84kg)",1,375,992
Yongpo Wang,63,CM  CAM,Normal  Controlled,0,3,4,M \ M,69,65,66,65,54,67,"176cm | 5'9""  Average (78kg)",0,386,1849
Greg Bolger,63,CDM,Normal  Controlled,1.6K,2,3,M \ H,48,53,59,56,60,68,"184cm | 6'0""  Average (80kg)",2,344,1664
Lu Zhang,63,GK,Normal  Controlled,0,1,1,M \ M,61,59,70,70,55,59,"192cm | 6'4""  High & Average+ (84kg)",0,374,883
Featherstone,63,CDM  CM,Normal  Controlled,700,2,3,M \ H,47,59,62,62,58,70,"170cm | 5'7""  Short and Balanced (71kg)",2,358,1743
Rolf Daniel Vikstøl,63,"LB  CB,LWB",Normal  Controlled,0,2,3,M \ M,59,47,54,60,60,69,"185cm | 6'1""  High & Average (79kg)",2,349,1617
Ben Tozer,63,CB,Normal  Controlled,6.3K,2,3,M \ H,48,42,48,49,62,79,"185cm | 6'1""  High & Average (81kg)",4,328,1570
Keith Watson,63,CB,Normal  Controlled,700,2,2,M \ H,43,48,57,57,63,68,"184cm | 6'0""  Average (78kg)",3,336,1598
Craig Eastmond,63,CM,Normal  Controlled,800,2,3,M \ H,53,59,61,62,62,75,"183cm | 6'0""  Lean (75kg)",2,372,1790
Arild Østbø,63,GK,Normal  Controlled,800,1,2,M \ M,62,63,61,62,24,61,"183cm | 6'0""  Average (75kg)",-1,333,782
Kristoffer Tokstad,63,RW  RM,Normal  Controlled,0,3,2,M \ M,79,60,59,64,47,74,"185cm | 6'1""  High & Average (84kg)",1,383,1780
Flamur Kastrati,63,ST  CF,Normal  Controlled,0,3,3,H \ H,78,60,52,62,40,75,"180cm | 5'11""  Stocky (77kg)",0,367,1725
Josh Falkingham,63,CM,Normal  Controlled,7.3K,2,3,H \ H,59,54,60,65,59,55,"168cm | 5'6""  Short & Lean- (64kg)",2,352,1735
Jonathan Obika,63,ST  CF,Normal  Lengthy,0,2,2,M \ M,63,61,44,61,32,74,"183cm | 6'0""  Average (76kg)",2,335,1572
A.J. DeLaGarza,63,"RB  RWB,CB",Normal  Controlled,0,2,3,M \ H,60,48,61,60,63,69,"175cm | 5'9""  Average (68kg)",1,361,1731
Waleed Abdullah,63,GK,Normal  Controlled,1K,1,2,M \ M,62,63,67,60,36,61,"196cm | 6'5""  High & Average (86kg)",4,349,801
Suk Young Yun,63,"CB  LB,LM",Normal  Controlled,650,2,3,M \ H,71,52,58,62,61,72,"182cm | 6'0""  Lean (74kg)",0,376,1791
Tim Björkström,63,CB,Normal  Controlled,0,2,2,M \ H,64,38,55,56,61,70,"181cm | 5'11""  Average (79kg)",0,344,1622
Matthew Jurman,63,CB,Normal  Controlled,1K,2,2,M \ M,41,40,52,46,61,78,"190cm | 6'3""  High & Average (85kg)",-2,318,1458
Murray Davidson,63,CM  CDM,Normal  Controlled,750,2,3,M \ H,48,58,59,63,64,80,"183cm | 6'0""  Average (69kg)",2,372,1772
Andy Cook,63,ST  CF,Normal  Controlled,650,3,4,M \ L,52,63,52,58,28,83,"185cm | 6'1""  High & Stocky (80kg)",24,336,1616
Sambou Yatabaré,63,CM,Normal  Controlled,0,2,3,H \ H,47,55,62,60,62,72,"190cm | 6'3""  High & Average+ (83kg)",2,358,1701
Mario Rondón,63,ST  CF,Normal  Controlled,700,3,3,H \ L,39,63,63,65,28,70,"182cm | 6'0""  Lean (74kg)",2,328,1684
Murtaz Daushvili,63,CDM,Normal  Controlled,800,2,3,L \ M,61,35,58,55,58,59,"176cm | 5'9""  Average (72kg)",3,326,1563
Matty Lund,63,CM  CDM,Normal  Controlled,1K,2,3,H \ M,59,59,60,61,61,73,"183cm | 6'0""  Lean (76kg)",-1,373,1798
